index,path,filename,width,height,aspect,orientation,mean_r,mean_g,mean_b,brightness,saturation,contrast,colorfulness,edge_density,phash,cluster
873,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0873_bc4c2c409e4b.jpg,pin_0873_bc4c2c409e4b.jpg,640,923,0.6934,portrait,215.669,172.997,183.319,0.7331,0.2678,0.3061,65.1086,0.1398,ea42943fc29d3593,7
874,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0874_aec7b0daf111.jpg,pin_0874_aec7b0daf111.jpg,511,600,0.8517,square-ish,106.521,52.286,69.178,0.2762,0.6432,0.2402,61.1335,0.1516,9c92666dcd494b9a,4
875,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0875_d52f6f187ff1.jpg,pin_0875_d52f6f187ff1.jpg,519,640,0.8109,portrait,201.808,151.531,163.131,0.6584,0.2676,0.1661,53.2108,0.2667,c0d47e21925f1d9b,7
876,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0876_f688095ee943.jpg,pin_0876_f688095ee943.jpg,1080,1070,1.0093,square-ish,166.475,142.171,128.376,0.5799,0.2764,0.2592,36.2793,0.0501,ad3070e09ed3e19d,2
877,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0877_6c01f9741e11.jpg,pin_0877_6c01f9741e11.jpg,599,900,0.6656,portrait,131.199,120.38,99.069,0.4752,0.2493,0.124,16.3736,0.0467,e999b938a6c6b198,2
878,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0878_b8bb520c3c85.jpg,pin_0878_b8bb520c3c85.jpg,675,1200,0.5625,portrait,129.423,114.783,106.699,0.4637,0.1969,0.2666,25.0056,0.0578,afc0949fb832436e,9
879,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0879_49cb65c607ba.jpg,pin_0879_49cb65c607ba.jpg,735,904,0.8131,portrait,144.655,104.335,87.798,0.4491,0.4593,0.2276,44.2648,0.0857,927ea7a8531aa559,4
880,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0880_ad173a365edc.jpg,pin_0880_ad173a365edc.jpg,722,722,1.0,square-ish,126.281,104.902,90.064,0.4299,0.373,0.2367,25.0875,0.0361,e2715dab4695a25c,1
881,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0881_7e7b89190bd7.jpg,pin_0881_7e7b89190bd7.jpg,640,640,1.0,square-ish,94.697,67.979,43.981,0.2872,0.6543,0.2094,38.8927,0.0653,8c4d73b325b3c34c,4
882,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0882_36e988117539.jpg,pin_0882_36e988117539.jpg,604,469,1.2878,landscape,150.623,182.154,217.415,0.6931,0.3097,0.1689,64.5815,0.0965,bb6a49d0e477a60a,2
883,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0883_f233425a0a43.jpg,pin_0883_f233425a0a43.jpg,1096,720,1.5222,landscape,193.038,156.5,183.547,0.6687,0.2919,0.1806,54.7799,0.0783,b6c9ed30c3679289,2
884,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0884_5e336e87eaf8.jpg,pin_0884_5e336e87eaf8.jpg,267,320,0.8344,square-ish,202.922,201.248,191.729,0.787,0.0921,0.2586,17.2824,0.0947,ba1fcec1f09a38c1,3
885,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0885_206e80326eaa.jpg,pin_0885_206e80326eaa.jpg,1280,1280,1.0,square-ish,227.152,221.58,221.642,0.8755,0.0293,0.1679,35.9103,0.0358,a69c992266c99b73,11
886,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0886_1ccd20cfd7a4.jpg,pin_0886_1ccd20cfd7a4.jpg,564,564,1.0,square-ish,163.739,149.053,126.813,0.5919,0.2369,0.1631,17.9751,0.1057,de83a7ea58c26931,2
887,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0887_e67cdf74f1c8.jpg,pin_0887_e67cdf74f1c8.jpg,680,606,1.1221,square-ish,183.017,171.731,168.746,0.6854,0.2314,0.2166,44.1012,0.1798,bfa1d4e0268ca4dd,7
888,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0888_7d4884e3f33a.jpg,pin_0888_7d4884e3f33a.jpg,600,420,1.4286,landscape,249.32,246.359,245.783,0.9693,0.0143,0.1135,15.1322,0.0426,a125d68ad66c7c65,11
889,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0889_161f1d158cdf.jpg,pin_0889_161f1d158cdf.jpg,736,736,1.0,square-ish,228.229,228.229,228.229,0.895,0.0,0.2373,0.0,0.0958,8046d331cf3e36c7,11
890,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0890_324e6515dfd4.jpg,pin_0890_324e6515dfd4.jpg,1369,1920,0.713,portrait,198.151,125.4,42.616,0.5401,0.7842,0.0989,94.9165,0.0999,cac46773d938a1c6,4
891,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0891_39de503777e1.jpg,pin_0891_39de503777e1.jpg,878,1200,0.7317,portrait,241.855,240.339,246.751,0.9472,0.0334,0.0754,13.7437,0.0253,ee8915e25ee20dd8,11
892,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0892_e1f1354e936d.jpg,pin_0892_e1f1354e936d.jpg,749,1109,0.6754,portrait,152.563,165.122,120.65,0.6129,0.293,0.183,33.2371,0.147,de54a12bd62cc8c7,7
893,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0893_689c069acbdc.jpg,pin_0893_689c069acbdc.jpg,1080,1386,0.7792,portrait,138.976,180.845,159.773,0.6507,0.356,0.221,56.4822,0.0742,ca1ffc2cac6834a3,2
894,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0894_3c65b3e00af9.jpg,pin_0894_3c65b3e00af9.jpg,749,805,0.9304,square-ish,200.965,197.33,197.865,0.7784,0.0545,0.3198,11.8135,0.045,edd09667923b7214,3
895,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0895_ad464e186b98.jpg,pin_0895_ad464e186b98.jpg,745,1200,0.6208,portrait,204.935,195.711,200.389,0.7804,0.1053,0.256,21.5481,0.1537,8031e0ef9396f68e,3
896,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0896_aa6ffe0ec330.jpg,pin_0896_aa6ffe0ec330.jpg,697,1205,0.5784,portrait,234.955,234.971,234.969,0.9214,0.0001,0.1883,0.2273,0.1068,b169386db63c346c,11
897,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0897_050dc71bc392.jpg,pin_0897_050dc71bc392.jpg,736,733,1.0041,square-ish,112.352,98.87,85.779,0.3976,0.2928,0.2313,27.8474,0.0558,da39c44ce18f61f2,1
898,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0898_132d3455a063.jpg,pin_0898_132d3455a063.jpg,720,1280,0.5625,portrait,140.558,137.763,145.024,0.5468,0.1435,0.2068,21.6049,0.0792,ace0879e33cd4993,2
899,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0899_5e489bc06e84.jpg,pin_0899_5e489bc06e84.jpg,1125,1238,0.9087,square-ish,178.987,166.542,159.397,0.6645,0.1474,0.2531,21.4926,0.0421,ff629c9c9107d80b,2
900,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0900_2e89ee26771f.jpg,pin_0900_2e89ee26771f.jpg,736,980,0.751,portrait,93.574,101.595,105.859,0.391,0.3657,0.2262,31.5579,0.0589,d1fc4a1adcb12ec1,9
901,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0901_c5443c889f3a.jpg,pin_0901_c5443c889f3a.jpg,736,736,1.0,square-ish,84.947,53.573,38.614,0.2402,0.594,0.2797,68.7449,0.0506,da346936869db24d,4
902,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0902_2259f77f3afc.jpg,pin_0902_2259f77f3afc.jpg,735,731,1.0055,square-ish,174.216,150.953,166.133,0.6264,0.2324,0.2492,39.0952,0.0824,ea3796ad56913432,2
903,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0903_be1930a754b3.jpg,pin_0903_be1930a754b3.jpg,750,747,1.004,square-ish,99.765,73.499,91.551,0.3271,0.2719,0.0815,24.5032,0.0489,b9ce63b866c1183b,0
904,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0904_e50fd6ec09d7.jpg,pin_0904_e50fd6ec09d7.jpg,320,352,0.9091,square-ish,53.359,29.376,51.227,0.1531,0.6809,0.1168,29.9937,0.0178,96847933db25a63c,0
905,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0905_4c983068521e.jpg,pin_0905_4c983068521e.jpg,576,1024,0.5625,portrait,131.414,118.882,113.282,0.4784,0.2462,0.2495,26.7634,0.1356,f8a396d4c0c98f27,9
906,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0906_f5b56d70d87b.jpg,pin_0906_f5b56d70d87b.jpg,828,513,1.614,landscape,49.07,37.839,9.282,0.1488,0.8396,0.0812,25.5925,0.0222,d9462299d8263bd7,0
907,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0907_a647149033c0.jpg,pin_0907_a647149033c0.jpg,1080,715,1.5105,landscape,129.677,129.874,114.812,0.5023,0.3073,0.2172,25.4003,0.0744,93a1d65a078ee363,8
908,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0908_db5fb071fe7d.jpg,pin_0908_db5fb071fe7d.jpg,750,1000,0.75,portrait,127.263,108.887,83.777,0.4373,0.399,0.2191,33.1023,0.144,b6d2c0d99e59d0d2,9
909,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0909_b5c9037034c2.jpg,pin_0909_b5c9037034c2.jpg,500,606,0.8251,square-ish,109.217,101.824,96.772,0.4057,0.1829,0.1592,19.6601,0.0805,ffc8e037863461c9,1
910,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0910_0fecb3499312.jpg,pin_0910_0fecb3499312.jpg,640,775,0.8258,square-ish,199.158,83.036,68.186,0.4555,0.6329,0.1716,117.6941,0.0511,cc60f3c73318c3c7,4
911,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0911_95fd132e3609.jpg,pin_0911_95fd132e3609.jpg,567,446,1.2713,landscape,153.539,121.126,113.792,0.5097,0.3165,0.2582,87.7955,0.1085,f6b2cbed28b89805,10
912,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0912_9b44b9d9a3a2.jpg,pin_0912_9b44b9d9a3a2.jpg,735,553,1.3291,landscape,135.574,127.825,123.35,0.5082,0.1305,0.2246,8.6252,0.0493,84405b0f0fcdf5f2,8
913,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0913_144118c72134.jpg,pin_0913_144118c72134.jpg,960,1200,0.8,portrait,106.995,78.158,165.675,0.3794,0.5643,0.3101,90.1312,0.1426,83983564e7330f4f,10
914,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0914_175331098c02.jpg,pin_0914_175331098c02.jpg,437,437,1.0,square-ish,118.473,104.44,128.698,0.4369,0.291,0.2226,29.2967,0.1137,9e6177955b902c36,8
915,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0915_826b5a4fd371.jpg,pin_0915_826b5a4fd371.jpg,546,518,1.0541,square-ish,120.903,130.677,102.757,0.4885,0.2953,0.2666,34.6054,0.1782,8070f89d3daa3fc4,6
916,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0916_3adac8ab1632.jpg,pin_0916_3adac8ab1632.jpg,750,1093,0.6862,portrait,110.981,52.404,54.234,0.275,0.5137,0.1902,82.8907,0.1337,85156625db7f1a1c,4
917,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0917_cea40812c6fa.jpg,pin_0917_cea40812c6fa.jpg,736,930,0.7914,portrait,132.581,80.131,59.359,0.3665,0.5953,0.2427,73.5064,0.116,ffaa8106e60656d9,4
918,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0918_2bbb6f6bd102.jpg,pin_0918_2bbb6f6bd102.jpg,750,730,1.0274,square-ish,24.016,13.867,9.444,0.0642,0.4806,0.1142,46.3561,0.0883,9c1df633994ccc32,0
919,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0919_950097ba02cd.jpg,pin_0919_950097ba02cd.jpg,654,654,1.0,square-ish,138.594,87.888,81.491,0.4013,0.4274,0.1866,67.9834,0.0945,868d3d36d2d02f69,4
920,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0920_4c1ed0f2946b.jpg,pin_0920_4c1ed0f2946b.jpg,323,324,0.9969,square-ish,114.586,37.814,38.838,0.2388,0.8153,0.2694,77.0573,0.0341,eeeae2e485858696,4
921,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0921_d532526530ce.jpg,pin_0921_d532526530ce.jpg,693,561,1.2353,landscape,203.759,189.3,190.931,0.76,0.0895,0.2489,32.2808,0.1747,f3fb4880b62712ae,3
922,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0922_3bdf3cb44d4f.jpg,pin_0922_3bdf3cb44d4f.jpg,700,713,0.9818,square-ish,79.093,8.005,7.383,0.1145,0.7242,0.1015,93.6299,0.1046,bdd06a21f93413ec,4
923,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0923_e86163acd5ff.jpg,pin_0923_e86163acd5ff.jpg,736,547,1.3455,landscape,100.499,102.095,99.82,0.3973,0.0363,0.2542,1.8361,0.0714,ae9b0d7d32a6740c,1
924,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0924_c0c894f69c88.jpg,pin_0924_c0c894f69c88.jpg,563,422,1.3341,landscape,147.283,145.195,144.448,0.5716,0.1394,0.3182,21.4517,0.0986,eda146bee2c60a1e,8
925,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0925_d4eadc901cac.jpg,pin_0925_d4eadc901cac.jpg,736,980,0.751,portrait,132.105,112.948,92.114,0.4561,0.3255,0.2386,35.6354,0.0987,9d5af0a43d5823b5,9
926,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0926_f4596d5f8e72.jpg,pin_0926_f4596d5f8e72.jpg,1080,1440,0.75,portrait,146.137,144.796,138.138,0.5665,0.1601,0.2418,24.1979,0.0823,810339e77626cbdc,2
927,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0927_7a0ba59de2fb.jpg,pin_0927_7a0ba59de2fb.jpg,900,1200,0.75,portrait,168.043,151.575,134.318,0.6061,0.2669,0.2268,44.6651,0.0635,b5cb0cc2f739c0c6,2
928,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0928_54dfb904df31.jpg,pin_0928_54dfb904df31.jpg,741,1024,0.7236,portrait,79.014,72.988,95.112,0.3032,0.4119,0.2049,25.9111,0.1067,c9867a48f490b5ed,9
929,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0929_8f480661fbaa.jpg,pin_0929_8f480661fbaa.jpg,908,1200,0.7567,portrait,85.455,72.6,58.919,0.2935,0.3472,0.1854,20.9802,0.037,d06c3b8263b97e61,0
930,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0930_a724a45cbf38.jpg,pin_0930_a724a45cbf38.jpg,735,714,1.0294,square-ish,68.105,65.792,57.197,0.2569,0.7083,0.2099,70.538,0.0429,92633c3e6787cbc0,4
931,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0931_a1217b398f4d.png,pin_0931_a1217b398f4d.png,375,375,1.0,square-ish,26.968,28.035,38.265,0.1131,0.3692,0.0924,9.3357,0.0392,999b676c98c932cc,0
932,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0932_afe47812c7e9.png,pin_0932_afe47812c7e9.png,375,375,1.0,square-ish,22.077,31.168,49.775,0.1199,0.6621,0.1271,49.0515,0.0336,a88b3a62277426fe,0
933,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0933_56e9ad27e395.jpg,pin_0933_56e9ad27e395.jpg,640,640,1.0,square-ish,105.577,119.463,127.155,0.4554,0.3819,0.3673,29.8778,0.0661,b4c1879bc9c08fd9,5
934,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0934_396bea41f5f3.jpg,pin_0934_396bea41f5f3.jpg,500,332,1.506,landscape,122.961,95.727,77.641,0.3993,0.4474,0.2152,38.3417,0.1111,fb8c442323892efb,8
935,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0935_1083f324c41f.jpg,pin_0935_1083f324c41f.jpg,735,734,1.0014,square-ish,112.25,105.329,100.326,0.419,0.1136,0.248,13.2923,0.0751,d5287ee221659796,1
936,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0936_09c48d7fe6c0.jpg,pin_0936_09c48d7fe6c0.jpg,500,523,0.956,square-ish,80.108,80.325,88.425,0.3185,0.3387,0.3063,15.8608,0.0774,fb9a103622ae29cf,1
937,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0937_e4352c2e5b2d.jpg,pin_0937_e4352c2e5b2d.jpg,361,480,0.7521,portrait,109.573,85.835,72.504,0.3585,0.3203,0.1807,40.1833,0.1198,c4bf6063857c5a1b,9
938,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0938_1bba198d0bd1.jpg,pin_0938_1bba198d0bd1.jpg,750,937,0.8004,portrait,76.516,58.518,37.913,0.2414,0.5057,0.112,26.3308,0.0203,9193996d6e427656,0
939,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0939_84c266d83779.png,pin_0939_84c266d83779.png,1000,667,1.4993,landscape,42.486,43.184,32.936,0.164,0.3165,0.0906,11.6689,0.0867,f80b3ff2800dfc31,0
940,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0940_26fd172330ac.jpg,pin_0940_26fd172330ac.jpg,736,736,1.0,square-ish,23.739,23.099,27.627,0.0933,0.4148,0.0689,12.3058,0.0102,f2c66e62a7985236,0
941,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0941_ac4b390265c5.jpg,pin_0941_ac4b390265c5.jpg,1080,1080,1.0,square-ish,80.804,86.07,112.198,0.343,0.3854,0.2793,38.5503,0.0268,b1a58e5e9891b16b,1
942,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0942_09dbf4083060.jpg,pin_0942_09dbf4083060.jpg,1200,900,1.3333,landscape,105.781,114.83,93.062,0.43,0.2856,0.2634,28.8234,0.1588,d3b3e5907a68da06,6
943,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0943_d8311cf41f7a.jpg,pin_0943_d8311cf41f7a.jpg,617,766,0.8055,portrait,179.239,179.311,189.341,0.7075,0.0896,0.3515,13.8497,0.0503,d5950ec136cd03de,3
944,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0944_3b9c88caf995.jpg,pin_0944_3b9c88caf995.jpg,736,1289,0.571,portrait,84.934,84.934,84.934,0.3331,0.0,0.1709,0.0,0.0993,ce32e8d1a59af238,9
945,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0945_0dd5ce32f7c1.jpg,pin_0945_0dd5ce32f7c1.jpg,736,1086,0.6777,portrait,123.399,104.076,85.822,0.4226,0.4011,0.1915,42.1154,0.1592,e5cd9c18f48ec8f0,9
946,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0946_d49c94ba074d.jpg,pin_0946_d49c94ba074d.jpg,1004,894,1.123,square-ish,137.999,139.996,100.257,0.5289,0.4298,0.2143,62.92,0.0539,b3ed36c1c01bc770,10
947,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0947_e5ef9063f49a.jpg,pin_0947_e5ef9063f49a.jpg,900,1200,0.75,portrait,52.625,46.422,32.059,0.1829,0.4366,0.1578,32.04,0.043,cba936f30dc68d21,0
948,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0948_301fb66e3842.jpg,pin_0948_301fb66e3842.jpg,406,406,1.0,square-ish,43.555,52.193,26.229,0.1829,0.584,0.1306,24.3719,0.1075,ee4c5333908dca5e,0
949,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0949_5ad6eaab262d.jpg,pin_0949_5ad6eaab262d.jpg,736,1104,0.6667,portrait,134.029,118.615,100.509,0.4751,0.3344,0.2901,32.9875,0.1469,8585e392b87e7c51,9
950,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0950_f71f413f2418.jpg,pin_0950_f71f413f2418.jpg,1200,1200,1.0,square-ish,54.968,44.709,26.168,0.179,0.5025,0.1604,36.9402,0.1026,88c87eda53238dbc,0
951,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0951_db37c7234a9c.jpg,pin_0951_db37c7234a9c.jpg,640,640,1.0,square-ish,157.013,150.362,135.772,0.5909,0.1684,0.2725,18.4628,0.1731,a295ed6244f34de8,7
952,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0952_c1a00e3d7d9d.jpg,pin_0952_c1a00e3d7d9d.jpg,750,750,1.0,square-ish,68.223,68.826,67.126,0.2683,0.1965,0.2744,17.4641,0.0554,b867d49b7209d8a9,1
953,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0953_2492eaa14345.png,pin_0953_2492eaa14345.png,1000,1777,0.5627,portrait,66.816,37.767,30.752,0.179,0.3841,0.2067,65.9295,0.0716,9899722677660e5b,0
954,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0954_54b1b82530bf.jpg,pin_0954_54b1b82530bf.jpg,1076,1080,0.9963,square-ish,154.269,141.249,132.14,0.5651,0.2044,0.241,23.4211,0.0806,a46d43d37c0d3d32,2
955,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0955_34b57bbead13.jpg,pin_0955_34b57bbead13.jpg,736,1279,0.5754,portrait,111.393,102.542,88.602,0.4064,0.2028,0.259,24.7077,0.111,808d3d38e1e5b717,9
956,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0956_991d8ddcb14b.jpg,pin_0956_991d8ddcb14b.jpg,725,1024,0.708,portrait,168.021,164.789,158.439,0.6472,0.0728,0.1591,10.4854,0.1274,ea682fc103af2ee4,7
957,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0957_0fbe588ac2cf.png,pin_0957_0fbe588ac2cf.png,1200,1200,1.0,square-ish,78.842,86.485,72.705,0.324,0.4135,0.2093,33.2568,0.1595,dd5e6452bb722381,6
958,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0958_e5f8726f9163.jpg,pin_0958_e5f8726f9163.jpg,750,976,0.7684,portrait,43.665,35.516,28.652,0.1457,0.4072,0.097,12.6528,0.0202,aab5572aac4539a5,0
959,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0959_50250fb110bd.jpg,pin_0959_50250fb110bd.jpg,901,1200,0.7508,portrait,61.738,60.622,47.503,0.2332,0.427,0.1975,24.1651,0.0695,8baf1c5073941fe1,0
960,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0960_027c801c055f.jpg,pin_0960_027c801c055f.jpg,900,1200,0.75,portrait,46.753,45.032,40.469,0.1769,0.1696,0.2013,16.7814,0.0768,a4a585ff48d87f04,0
961,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0961_fa3021c596d6.jpg,pin_0961_fa3021c596d6.jpg,675,1200,0.5625,portrait,113.904,116.802,102.517,0.4481,0.3159,0.3767,33.0895,0.0261,8080af3f7c7e0f8c,5
962,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0962_a02e7c5e743f.jpg,pin_0962_a02e7c5e743f.jpg,736,542,1.3579,landscape,37.457,38.674,34.405,0.1483,0.3403,0.1768,26.954,0.0726,dada6c3130e3c68d,0
963,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0963_6dbe5440546d.png,pin_0963_6dbe5440546d.png,1078,1079,0.9991,square-ish,106.585,87.064,49.188,0.3474,0.5491,0.184,46.9266,0.1914,c8e81d877bd86507,6
964,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0964_d7b702911745.jpg,pin_0964_d7b702911745.jpg,1104,1472,0.75,portrait,56.334,63.099,60.699,0.2384,0.366,0.1764,34.9732,0.0676,949e8ac8647473db,0
965,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0965_4abcd142287d.jpg,pin_0965_4abcd142287d.jpg,892,1200,0.7433,portrait,128.335,100.399,63.057,0.4098,0.5118,0.1014,40.1189,0.0848,8d586e2ea791d9c1,4
966,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0966_3037018e09e8.jpg,pin_0966_3037018e09e8.jpg,1080,1080,1.0,square-ish,57.844,53.305,51.641,0.2136,0.2783,0.1738,19.2617,0.0447,e1e3e792b10d328d,0
967,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0967_629718862501.jpg,pin_0967_629718862501.jpg,824,1024,0.8047,portrait,132.179,129.828,127.095,0.5104,0.1177,0.2262,9.2628,0.1308,f1c61ee5cb3c1c18,7
968,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0968_473c7fa9b02c.jpg,pin_0968_473c7fa9b02c.jpg,906,1280,0.7078,portrait,75.113,70.541,70.249,0.2817,0.1787,0.1797,8.1132,0.1125,a6b038c71b9c63ad,9
969,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0969_b2469fe0410f.jpg,pin_0969_b2469fe0410f.jpg,736,1070,0.6879,portrait,53.121,53.551,52.556,0.209,0.2161,0.1651,9.4306,0.0932,99165266236dbe8e,0
970,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0970_ef85cc7783d4.jpg,pin_0970_ef85cc7783d4.jpg,1045,1546,0.6759,portrait,86.832,74.127,66.262,0.3021,0.2336,0.1782,23.2835,0.1053,b57dccb4ad4a9488,9
971,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0971_a19c15261107.jpg,pin_0971_a19c15261107.jpg,736,1120,0.6571,portrait,57.67,70.875,70.474,0.2622,0.2739,0.1891,15.9503,0.1456,bb99c3c224cdbc64,9
972,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0972_2549242e66c3.jpg,pin_0972_2549242e66c3.jpg,736,1041,0.707,portrait,115.57,112.31,105.433,0.4412,0.1503,0.1619,13.285,0.0702,ddc1f1a6d470836c,9
973,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0973_128ece190584.jpg,pin_0973_128ece190584.jpg,1200,858,1.3986,landscape,134.588,132.607,126.582,0.5197,0.1131,0.2405,14.1687,0.1199,897e023b79c71e98,8
974,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0974_88d7c344cb85.jpg,pin_0974_88d7c344cb85.jpg,1280,943,1.3574,landscape,165.385,158.789,155.763,0.6291,0.1794,0.2857,22.1269,0.1074,8da1f5105fd293f0,8
975,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0975_54ba360eaa7b.jpg,pin_0975_54ba360eaa7b.jpg,749,530,1.4132,landscape,107.065,100.579,94.027,0.3992,0.13,0.2291,12.6648,0.0582,ab2bc4679ae42dd0,1
