index,path,filename,width,height,aspect,orientation,mean_r,mean_g,mean_b,brightness,saturation,contrast,colorfulness,edge_density,phash,cluster
1425,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1425_17b1babd751d.jpg,pin_1425_17b1babd751d.jpg,580,653,0.8882,square-ish,167.382,116.493,98.355,0.5084,0.4674,0.209,73.9281,0.0689,b3108c35a706f6ed,10
1426,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1426_57279bfcd645.png,pin_1426_57279bfcd645.png,1200,1675,0.7164,portrait,68.182,64.194,68.599,0.2585,0.2352,0.2165,18.9911,0.044,90b1e606cbcbd59c,1
1427,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1427_bc5733fc5304.jpg,pin_1427_bc5733fc5304.jpg,628,457,1.3742,landscape,149.571,129.178,108.55,0.5213,0.3383,0.2443,30.112,0.048,f994877b3c29d122,8
1428,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1428_579e4da1975c.webp,pin_1428_579e4da1975c.webp,1080,810,1.3333,landscape,128.729,122.125,77.607,0.4668,0.4099,0.2065,63.0528,0.194,eb8e4c1d1ce51cf0,6
1429,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1429_dd8a8a5589e4.jpg,pin_1429_dd8a8a5589e4.jpg,1714,2048,0.8369,square-ish,169.964,132.698,85.057,0.5428,0.5639,0.222,65.212,0.085,9401f7360df5a6b2,10
1430,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1430_787400d23627.jpg,pin_1430_787400d23627.jpg,499,375,1.3307,landscape,139.536,132.581,128.586,0.5264,0.1355,0.39,16.7025,0.0508,be975260859ccbc5,5
1431,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1431_74d02d280038.jpg,pin_1431_74d02d280038.jpg,736,728,1.011,square-ish,232.745,207.046,206.554,0.8419,0.1371,0.2197,44.0685,0.02,fb85847a8bcf3031,11
1432,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1432_cab15931b2cf.jpg,pin_1432_cab15931b2cf.jpg,736,920,0.8,portrait,95.931,69.821,51.333,0.2962,0.5484,0.2107,44.236,0.0671,af08b206d9c36ef4,4
1433,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1433_c99cd95813ae.jpg,pin_1433_c99cd95813ae.jpg,1179,950,1.2411,landscape,74.421,72.328,86.613,0.2925,0.3761,0.1495,41.6418,0.0619,b2a0cc9611f84def,0
1434,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1434_59378dd3d098.jpg,pin_1434_59378dd3d098.jpg,2448,2448,1.0,square-ish,93.877,64.643,72.409,0.2913,0.4906,0.2156,49.4837,0.0413,cfcd3831232e3c33,4
1435,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1435_c1faf5c2d875.jpg,pin_1435_c1faf5c2d875.jpg,1075,1911,0.5625,portrait,175.1,130.178,79.767,0.5406,0.5654,0.1783,48.9555,0.0522,b969a4a61ed0e98d,4
1436,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1436_66db17aaae42.jpg,pin_1436_66db17aaae42.jpg,1440,1440,1.0,square-ish,51.582,52.751,47.022,0.203,0.2998,0.1565,13.6995,0.0553,86833bbc917f9071,0
1437,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1437_ce7241d96f9d.jpg,pin_1437_ce7241d96f9d.jpg,1125,1083,1.0388,square-ish,125.259,115.768,104.592,0.4601,0.1922,0.1871,22.0819,0.0192,e39c62351aaad4d3,1
1438,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1438_d46a4e375d1a.jpg,pin_1438_d46a4e375d1a.jpg,1080,1350,0.8,portrait,158.69,150.327,145.293,0.5971,0.128,0.2945,22.4295,0.0593,a0a0d7bbcd894d4e,5
1439,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1439_cb5f91501385.jpg,pin_1439_cb5f91501385.jpg,1125,1410,0.7979,portrait,154.983,135.627,114.297,0.545,0.3133,0.1964,32.9849,0.1054,ef34c8acc38b54c6,2
1440,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1440_5c48591ba59c.jpg,pin_1440_5c48591ba59c.jpg,675,1200,0.5625,portrait,37.528,19.863,28.772,0.1026,0.1584,0.1508,56.6525,0.0901,e893952aa56ed1e8,0
1441,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1441_e9168b6b2288.jpg,pin_1441_e9168b6b2288.jpg,735,821,0.8952,square-ish,174.502,162.819,131.418,0.6382,0.2941,0.1373,60.4091,0.0665,e4b6999999a66686,2
1442,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1442_1f89feb2770b.jpg,pin_1442_1f89feb2770b.jpg,400,400,1.0,square-ish,66.236,53.402,44.219,0.2204,0.484,0.2264,31.7031,0.0348,aad574bcd6a52132,0
1443,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1443_cff232f46289.jpg,pin_1443_cff232f46289.jpg,675,1200,0.5625,portrait,188.133,163.057,162.854,0.6688,0.183,0.1837,24.8454,0.0521,b8b648c9f6382e17,2
1444,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1444_f8d071e0451c.jpg,pin_1444_f8d071e0451c.jpg,1280,949,1.3488,landscape,107.98,98.474,86.792,0.3922,0.2908,0.2052,38.4264,0.0721,a606fc31336d3173,1
1445,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1445_925a54bc16ac.jpg,pin_1445_925a54bc16ac.jpg,768,1024,0.75,portrait,87.564,100.818,81.815,0.3713,0.277,0.2803,23.2355,0.0531,dbf7a44c23dc6409,9
1446,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1446_33f0759762b2.jpg,pin_1446_33f0759762b2.jpg,736,736,1.0,square-ish,71.609,63.792,44.239,0.2506,0.4424,0.2295,26.0582,0.0971,ff000c1ba2f8c47f,0
1447,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1447_015b41bab69d.jpg,pin_1447_015b41bab69d.jpg,675,1200,0.5625,portrait,121.639,113.642,111.277,0.454,0.2348,0.2252,36.2074,0.1218,be0fd09cae1c83d8,9
1448,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1448_3999942ebf85.jpg,pin_1448_3999942ebf85.jpg,1080,1350,0.8,portrait,144.045,148.806,151.792,0.5793,0.0959,0.3015,10.457,0.1015,b9920f090d3e3b7a,5
1449,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1449_574776e1e43a.png,pin_1449_574776e1e43a.png,1200,1600,0.75,portrait,184.105,178.658,165.033,0.7011,0.1453,0.2221,19.1152,0.0536,bf80c02f36304fcf,2
1450,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1450_605e6eaa9ef8.jpg,pin_1450_605e6eaa9ef8.jpg,1080,1920,0.5625,portrait,77.996,67.103,61.698,0.2736,0.392,0.2491,17.4948,0.0646,9ce9b22542a68fda,9
1451,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1451_712db176f024.jpg,pin_1451_712db176f024.jpg,600,589,1.0187,square-ish,143.88,136.316,123.028,0.5374,0.1701,0.1943,12.0843,0.0127,99e3a2b4e75c3c48,2
1452,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1452_0139b0d1d161.jpg,pin_1452_0139b0d1d161.jpg,1440,1911,0.7535,portrait,137.144,129.3,115.876,0.5102,0.205,0.2512,20.1057,0.0949,b1d6b68ba90d0d59,9
1453,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1453_d9495c5b6223.jpg,pin_1453_d9495c5b6223.jpg,317,312,1.016,square-ish,190.55,175.584,181.958,0.709,0.1177,0.1444,20.0369,0.0244,b04c8b9bcd2cc3e6,2
1454,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1454_446f8d9b7f4e.jpg,pin_1454_446f8d9b7f4e.jpg,766,960,0.7979,portrait,119.562,106.922,96.26,0.4294,0.1778,0.3545,29.8662,0.0486,bfa0d3428fcdcc88,5
1455,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1455_a318168f0665.jpg,pin_1455_a318168f0665.jpg,320,480,0.6667,portrait,116.682,103.093,91.356,0.415,0.3602,0.2716,27.314,0.0495,85d279c59e2c0dd3,9
1456,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1456_db71530ed273.png,pin_1456_db71530ed273.png,735,1103,0.6664,portrait,124.239,141.95,142.558,0.5362,0.2314,0.2251,46.0243,0.187,e9cba5a234752738,7
1457,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1457_627a712721ae.jpg,pin_1457_627a712721ae.jpg,750,916,0.8188,portrait,157.217,157.984,174.466,0.626,0.2996,0.3007,33.8451,0.1316,f1cd39e6913284d9,7
1458,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1458_ddd73d70dfa5.png,pin_1458_ddd73d70dfa5.png,1280,1280,1.0,square-ish,185.528,168.023,162.45,0.677,0.1408,0.1506,19.9522,0.0336,b8e7c7353077031c,2
1459,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1459_630c51997da0.jpg,pin_1459_630c51997da0.jpg,873,1280,0.682,portrait,91.143,82.761,77.431,0.3319,0.1887,0.2463,19.2653,0.0985,88d4e2e265da7c66,9
1460,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1460_df8ee430004e.jpg,pin_1460_df8ee430004e.jpg,1200,1200,1.0,square-ish,132.143,135.235,143.928,0.5305,0.2501,0.3536,10.0866,0.0494,a19f3731329267d2,5
1461,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1461_6368661a9cd7.jpg,pin_1461_6368661a9cd7.jpg,1080,1080,1.0,square-ish,90.888,68.801,63.593,0.2935,0.3216,0.1786,25.185,0.0258,cd366b489e5c9217,1
1462,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1462_e433e0795887.png,pin_1462_e433e0795887.png,400,400,1.0,square-ish,132.0,103.707,91.952,0.4347,0.3795,0.2485,45.1519,0.0341,974a29bd7868253d,1
1463,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1463_652051b02732.jpg,pin_1463_652051b02732.jpg,828,1451,0.5706,portrait,109.347,104.525,95.311,0.4114,0.1809,0.3422,14.5979,0.0568,b0f08b4d440e7ebd,5
1464,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1464_e50fd78ec49f.webp,pin_1464_e50fd78ec49f.webp,896,1195,0.7498,portrait,132.693,119.936,95.14,0.4741,0.3465,0.2455,36.0107,0.1217,f5d5846e83a17817,9
1465,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1465_66d699c9bf29.jpg,pin_1465_66d699c9bf29.jpg,1224,1207,1.0141,square-ish,129.502,120.949,120.609,0.4838,0.1248,0.2661,12.0826,0.0474,b8e41367e4d82736,5
1466,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1466_66f2262ee1e4.jpg,pin_1466_66f2262ee1e4.jpg,1192,1589,0.7502,portrait,175.181,147.904,126.34,0.6024,0.3012,0.1631,25.2827,0.033,da49e12e95657866,2
1467,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1467_0777dc910690.jpg,pin_1467_0777dc910690.jpg,1200,1600,0.75,portrait,127.203,123.972,123.621,0.4898,0.1544,0.231,28.362,0.0722,c2aed8c07fd0e94a,9
1468,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1468_e68451d5697b.jpg,pin_1468_e68451d5697b.jpg,1178,1512,0.7791,portrait,36.827,38.367,32.631,0.1461,0.3699,0.1199,15.4547,0.0201,8b9b742c80d37e4d,0
1469,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1469_fc9a30d6b7c3.jpg,pin_1469_fc9a30d6b7c3.jpg,1242,2203,0.5638,portrait,86.988,77.363,66.265,0.3097,0.284,0.2084,19.4107,0.0796,d506f9768d718e24,9
1470,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1470_670a7c611256.jpg,pin_1470_670a7c611256.jpg,1600,1200,1.3333,landscape,53.144,52.019,40.057,0.2,0.3004,0.1519,21.7935,0.0472,fdc06b37cc909269,0
1471,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1471_e87aad2d5e8b.jpg,pin_1471_e87aad2d5e8b.jpg,1440,1920,0.75,portrait,108.807,106.093,102.734,0.4176,0.2638,0.2849,27.2462,0.0685,e1175a7e70e10796,9
1472,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1472_9dbd42de2b65.jpg,pin_1472_9dbd42de2b65.jpg,1077,1084,0.9935,square-ish,120.327,107.948,108.535,0.4381,0.2981,0.2976,30.3436,0.053,eaa517125babc58c,1
1473,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1473_09142070bfb8.jpg,pin_1473_09142070bfb8.jpg,736,736,1.0,square-ish,145.728,142.609,138.419,0.5611,0.2293,0.2102,38.932,0.0441,ca4692bdc911e6b5,2
1474,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1474_557aa8e65e65.jpg,pin_1474_557aa8e65e65.jpg,750,1091,0.6874,portrait,153.16,147.956,133.696,0.58,0.2673,0.2744,33.7944,0.1531,ad91d1be6788970c,7
1475,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1475_ed8f37955304.jpg,pin_1475_ed8f37955304.jpg,750,727,1.0316,square-ish,183.762,102.194,98.828,0.4948,0.5162,0.2839,128.7876,0.0324,bb1a85f096c64ee2,10
1476,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1476_7195c41e8c13.jpg,pin_1476_7195c41e8c13.jpg,735,446,1.648,landscape,142.548,159.078,184.186,0.6158,0.2576,0.2103,19.1561,0.0856,b7cb984ca0d12ab7,8
1477,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1477_ee09013f2cb7.jpg,pin_1477_ee09013f2cb7.jpg,655,491,1.334,landscape,104.352,101.499,84.938,0.394,0.3814,0.1974,49.8979,0.0315,9a2dddcce1369262,1
1478,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1478_692bba2aea49.jpg,pin_1478_692bba2aea49.jpg,799,1200,0.6658,portrait,65.306,61.388,55.033,0.2425,0.3781,0.2092,28.3929,0.0946,c95a00f8dacab23f,0
1479,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1479_db0642cb2b7f.jpg,pin_1479_db0642cb2b7f.jpg,1200,1200,1.0,square-ish,122.002,123.324,131.507,0.4857,0.1733,0.2159,13.9398,0.0218,ca3d6896b15a8fc4,2
1480,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1480_0d3d989aa613.jpg,pin_1480_0d3d989aa613.jpg,735,784,0.9375,square-ish,120.017,109.703,102.216,0.4389,0.2335,0.2507,21.7361,0.0693,95b55a4a7ae33861,1
1481,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1481_f1f11552ac92.jpg,pin_1481_f1f11552ac92.jpg,1233,1389,0.8877,square-ish,220.821,218.653,218.707,0.8601,0.0103,0.2486,6.1673,0.0545,ebf4c58296f20d0d,11
1482,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1482_663f4d8e2de0.jpg,pin_1482_663f4d8e2de0.jpg,676,1200,0.5633,portrait,112.732,126.736,131.196,0.4826,0.2318,0.2772,18.7844,0.0546,97c3b7186c26a3b1,9
1483,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1483_f49eadb2e0a5.jpg,pin_1483_f49eadb2e0a5.jpg,1011,1666,0.6068,portrait,99.081,122.123,64.255,0.426,0.5729,0.1749,42.0086,0.0681,8ca4e4d490e6e7da,4
1484,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1484_6a6750482f4e.jpg,pin_1484_6a6750482f4e.jpg,960,1280,0.75,portrait,156.462,150.308,142.901,0.5934,0.1399,0.184,27.2509,0.1288,8f3af4c048e3d3d2,7
1485,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1485_ef520008ad61.jpg,pin_1485_ef520008ad61.jpg,1200,2133,0.5626,portrait,146.649,131.274,108.001,0.5224,0.3146,0.2387,31.2877,0.0821,bc86d123e2f7414b,9
1486,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1486_f57bb39caa6e.jpg,pin_1486_f57bb39caa6e.jpg,640,527,1.2144,square-ish,148.444,134.568,126.713,0.5405,0.173,0.2469,34.6235,0.0922,e3f4c613ccce9426,8
1487,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1487_317be134276e.jpg,pin_1487_317be134276e.jpg,736,981,0.7503,portrait,126.146,126.82,124.659,0.4956,0.3001,0.2682,32.8489,0.1141,f990999d8729cb68,9
1488,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1488_f8b6292a7525.jpg,pin_1488_f8b6292a7525.jpg,1080,1920,0.5625,portrait,150.298,162.34,155.408,0.6194,0.2732,0.2533,44.2348,0.1487,83b8ff44f67d8802,7
1489,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1489_6ca49e4e7133.jpg,pin_1489_6ca49e4e7133.jpg,2448,2448,1.0,square-ish,116.7,113.826,104.369,0.4455,0.1968,0.2969,20.9896,0.1799,ac1f0ab39ccbc4cc,6
1490,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1490_971bea0be8fb.jpg,pin_1490_971bea0be8fb.jpg,1760,1175,1.4979,landscape,226.915,234.103,216.573,0.9018,0.1261,0.1624,41.2515,0.0943,bee3896734d03b81,11
1491,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1491_043be0cf2833.jpg,pin_1491_043be0cf2833.jpg,735,690,1.0652,square-ish,125.58,116.316,112.493,0.4653,0.1643,0.2046,17.494,0.0445,aca453a235d97b34,1
1492,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1492_fb9f2cfb0b0e.jpg,pin_1492_fb9f2cfb0b0e.jpg,931,1200,0.7758,portrait,184.924,168.106,158.888,0.6748,0.2132,0.1557,32.5574,0.0273,b989c6a23875c6ba,2
1493,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1493_e1556702cc3d.png,pin_1493_e1556702cc3d.png,1200,2400,0.5,portrait,136.478,140.973,138.953,0.5468,0.1654,0.2997,14.4294,0.0897,f4c1ab7a64549d29,5
1494,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1494_fea17a820d78.jpg,pin_1494_fea17a820d78.jpg,1179,834,1.4137,landscape,45.929,45.003,45.999,0.178,0.0306,0.2842,2.7597,0.0662,c9302c6f73d3343c,1
1495,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1495_6fcbd93b2574.jpg,pin_1495_6fcbd93b2574.jpg,1482,1017,1.4572,landscape,132.938,118.767,109.206,0.4781,0.2049,0.2483,18.2756,0.0374,e9d94639939ac64c,8
1496,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1496_35e2381eb6db.png,pin_1496_35e2381eb6db.png,1640,2360,0.6949,portrait,29.361,24.005,44.267,0.1095,0.5849,0.1114,25.8363,0.0736,dcc80ff472670c9c,0
1497,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1497_70417950083d.jpg,pin_1497_70417950083d.jpg,1080,1387,0.7787,portrait,64.947,58.646,59.832,0.2378,0.1766,0.1774,16.6005,0.0164,cd85b591c58d9f84,0
1498,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1498_f27d945008b1.jpg,pin_1498_f27d945008b1.jpg,814,915,0.8896,square-ish,71.523,73.233,63.597,0.2808,0.2924,0.2135,14.9277,0.0461,ea85c4fc8993326e,1
1499,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1499_64ec317ca114.jpg,pin_1499_64ec317ca114.jpg,1677,1236,1.3568,landscape,110.77,109.147,135.569,0.4417,0.3319,0.308,28.0449,0.103,d78b28e0f5f0a472,8
1500,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1500_956397a451b0.jpg,pin_1500_956397a451b0.jpg,1080,1364,0.7918,portrait,37.29,38.179,45.582,0.1518,0.1872,0.0984,9.2357,0.0332,a56170e66683d99d,0
1501,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1501_f880485598a0.jpg,pin_1501_f880485598a0.jpg,1179,1455,0.8103,portrait,91.317,90.308,93.53,0.3568,0.1662,0.2304,8.735,0.2171,a9d8e773934d8518,6
1502,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1502_7505fd83ab62.jpg,pin_1502_7505fd83ab62.jpg,1080,1920,0.5625,portrait,136.81,114.957,85.263,0.4632,0.4091,0.2425,39.6933,0.1112,fa9a64a19bd65621,9
1503,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1503_75e57d7b78a8.jpg,pin_1503_75e57d7b78a8.jpg,1080,1683,0.6417,portrait,128.269,122.513,117.03,0.4848,0.2326,0.2384,28.3783,0.0428,e8682595b5334e8f,9
1504,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1504_7606c46fe9a4.jpg,pin_1504_7606c46fe9a4.jpg,960,1280,0.75,portrait,85.298,83.74,83.743,0.3303,0.1873,0.3015,11.8763,0.0791,b616f1694887eb4a,9
1505,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1505_791cc94d714f.jpg,pin_1505_791cc94d714f.jpg,1080,1920,0.5625,portrait,161.314,145.776,135.783,0.5854,0.1864,0.2088,22.6188,0.0712,a5d32eca9e5558a8,2
1506,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1506_66a491a5be08.jpg,pin_1506_66a491a5be08.jpg,720,900,0.8,portrait,69.062,55.822,48.246,0.231,0.3663,0.1709,20.9499,0.0397,ce1e61f19a637898,0
1507,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1507_71fa959cef10.jpg,pin_1507_71fa959cef10.jpg,1199,899,1.3337,landscape,42.725,43.23,38.762,0.167,0.2905,0.1915,5.0943,0.0314,c99fe16736622626,0
1508,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1508_78e695521c71.jpg,pin_1508_78e695521c71.jpg,733,976,0.751,portrait,80.22,77.138,74.128,0.3048,0.145,0.2104,11.1868,0.0613,f39a70e64da894c3,1
1509,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1509_7ce55548461e.jpg,pin_1509_7ce55548461e.jpg,1786,1080,1.6537,landscape,179.655,131.961,76.029,0.5485,0.579,0.16,59.474,0.0528,fbe5949263d48453,10
1510,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1510_fe9b11ab214b.jpg,pin_1510_fe9b11ab214b.jpg,736,963,0.7643,portrait,75.537,68.354,63.394,0.2743,0.2277,0.2002,14.1524,0.0604,bae99606cd92c897,1
1511,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1511_c530f2921b7d.jpg,pin_1511_c530f2921b7d.jpg,736,736,1.0,square-ish,144.865,138.817,190.464,0.5746,0.3055,0.2153,42.7034,0.0813,d107e79c921d6b94,2
1512,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1512_801d4e13d656.jpg,pin_1512_801d4e13d656.jpg,1080,1920,0.5625,portrait,89.647,82.017,73.43,0.3267,0.1759,0.2335,22.5324,0.0788,daa16584ca9e9e33,9
1513,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1513_3471c0b05994.jpg,pin_1513_3471c0b05994.jpg,901,1200,0.7508,portrait,134.927,123.57,120.143,0.4963,0.1324,0.2864,22.4414,0.0718,fa23e4b485e39287,5
1514,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1514_812f06d7d902.jpg,pin_1514_812f06d7d902.jpg,1200,2061,0.5822,portrait,85.321,82.123,78.967,0.3244,0.2326,0.2916,17.9693,0.1344,fc8cf13fd3355040,9
1515,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1515_bbaa99ab7091.jpg,pin_1515_bbaa99ab7091.jpg,2448,3264,0.75,portrait,159.805,150.188,148.531,0.5995,0.1464,0.271,18.2762,0.0836,a9db86a61d9ca199,5
1516,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1516_75be3767cfc7.jpg,pin_1516_75be3767cfc7.jpg,963,1200,0.8025,portrait,151.237,128.328,119.637,0.5262,0.2158,0.2272,30.1193,0.0798,d1500be9b9bcfca0,2
1517,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1517_d84888af0f78.png,pin_1517_d84888af0f78.png,2000,2000,1.0,square-ish,36.966,58.879,135.101,0.2392,0.8953,0.1661,99.3203,0.0665,a3ae7a578da0a493,4
1518,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1518_85b48f1a0434.jpg,pin_1518_85b48f1a0434.jpg,1330,1872,0.7105,portrait,130.595,127.462,126.232,0.503,0.1819,0.312,21.7196,0.1599,9219671a95d69763,7
1519,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1519_335423cbcdec.jpg,pin_1519_335423cbcdec.jpg,1224,1632,0.75,portrait,148.363,144.96,143.159,0.5715,0.0279,0.4121,7.5249,0.0901,b09fdb05e16b9461,5
1520,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1520_8668aed8a1db.jpg,pin_1520_8668aed8a1db.jpg,1280,1270,1.0079,square-ish,96.26,77.575,80.501,0.3274,0.211,0.2343,38.2899,0.086,ebb81cc70220dede,1
1521,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1521_868aa8921ccb.jpg,pin_1521_868aa8921ccb.jpg,960,1280,0.75,portrait,111.433,99.283,83.426,0.3965,0.2954,0.2567,27.1955,0.1,cc2cb2339ad0ba3b,9
1522,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1522_600f44303992.jpg,pin_1522_600f44303992.jpg,735,710,1.0352,square-ish,119.574,110.658,106.793,0.4427,0.2069,0.3705,15.8932,0.0404,b4b44f6b90926ae5,5
1523,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1523_60b12cf93731.jpg,pin_1523_60b12cf93731.jpg,313,470,0.666,portrait,140.833,131.954,127.938,0.526,0.2494,0.3149,22.088,0.0822,bde1ed06d750c688,5
1524,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1524_2f9c940b4bc7.jpg,pin_1524_2f9c940b4bc7.jpg,604,600,1.0067,square-ish,99.285,96.045,100.294,0.3824,0.1423,0.2614,21.7709,0.0724,af28d5d0f6d09592,1
1525,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1525_87de5b9a21d2.jpg,pin_1525_87de5b9a21d2.jpg,1080,810,1.3333,landscape,134.137,115.297,82.387,0.4595,0.4194,0.2151,46.7351,0.1566,b80f53a9b2dbc145,6
1526,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1526_3f9b3d78f1da.jpg,pin_1526_3f9b3d78f1da.jpg,1200,1920,0.625,portrait,90.331,100.336,101.082,0.3821,0.3111,0.2745,23.7549,0.1186,b81f30616eacd59c,9
